id,title,desc,by
c00179,Learn to Code in Python 3: Programming beginner to advanced,"Python3 programming made easy with exercises, challenges and lots of real life examples. Learn to code today!",Ivan Lourenço Gomes
c00180,AWS CloudFormation Master Class v2 [2023],Write Complete AWS CloudFormation Templates using YAML. Learn all the Recent Cloud Formation Features,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer"
c00181,SQL Programming Basics,Learn the Fundamentals of SQL Programming,Global Academy
c00182,Microservices: Designing Highly Scalable Systems,Microservices with a Purpose: Exploring the Bigger Picture,Sean Campbell
c00183,Typescript: The Complete Developer's Guide,Master Typescript by learning popular design patterns and building complex projects.  Includes React and Express!,Stephen Grider
c00184,"Beginner Full Stack Web Development: HTML, CSS, React & Node","Learn web development with HTML, CSS, Bootstrap 4, ES6 React and Node",Mark Wahlbeck
c00185,The Modern Javascript Bootcamp Course,The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects!,Colt Steele
c00186,Data Science: Natural Language Processing (NLP) in Python,"Applications: decrypting ciphers, spam detection, sentiment analysis, article spinners, and latent semantic analysis.",Lazy Programmer Inc.
c00187,ISTQB Foundation Level Complete Training,The best way to prepare for the ISTQB Foundation Level Exam,Tarek Roshdy
c00188,Node.js: The Complete Guide to Build RESTful APIs (2018),"Learn to build fast, scalable and secure RESTful services with Node, Express and MongoDB, from setup to production",Mosh Hamedani
c00189,Programming with Python : HandsOn Introduction for Beginners,Eliminate roadblocks to learn programming: Start writing your own programs in Python 3 from scratch,Febin George
c00190,Bash Shell Scripting: Crash Course For Beginners,"Learn Bash Shell Scripting from total beginner:Start from the Command Line,finish with a real world Shell Script Project",Francesco Santi
c00191,Pre-Programming: Everything you need to know before you code,Increase your chance of success learning to code and communicating with other developers,Evan Kimbrell
c00192,The Modern JavaScript Bootcamp,"Learn JavaScript by building real-world apps. Includes 3 real-world projects, 80 programming challenges, and ES6/ES7!",Andrew Mead
c00193,Design Patterns in C# and .NET,Discover the modern implementation of design patterns with C# and .NET,Dmitri Nesteruk
c00194,GitHub Ultimate: Master Git and GitHub - Beginner to Expert,"Go from complete novice to expert in Git and GitHub using step-by-step, no-assumptions learning",Jason Taylor
c00195,"Python for Data Structures, Algorithms, and Interviews!",Get a kick start on your career and ace your coding interviews!,Jose Portilla
c00196,Statistics for Business Analytics and Data Science A-Z™,"Learn The Core Stats For A Data Science Career. Master Statistical Significance, Confidence Intervals And Much More!",Kirill Eremenko
c00197,Clean Code,"Learn how to write readable, understandable and therefore maintainable code - step by step, in an example-driven way",Academind by Maximilian Schwarzmüller
c00198,Advanced React and Redux,"Walkthroughs on advanced React v16.6.3 and Redux v4.0.0 - Authentication, Testing, Middlewares, HOC's, and Deployment",Stephen Grider
c00199,"50 Projects In 50 Days - HTML, CSS & JavaScript","Sharpen your skills by building 50 quick, unique & fun mini projects",Brad Traversy
c00200,Unreal Engine 4: How to Develop Your First Two Games,"Epic Games-Approved: learn the Unreal Editor, master the gameplay framework, and use Blueprint to program without coding",Christopher Murphy
c00201,Robot Framework Test Automation - Level 1 ( Selenium ),"Robot Framework 5.0 is the fastest & easiest way to do Selenium, API, and database test automation!",Bryan Lamb
c00202,RPG Core Combat Creator: Learn Intermediate Unity C# Coding,Build Combat for Role Playing Game (RPG) in Unity. Tutorials Cover Code Architecture & Video Game Design.,Ben Tristem
c00203,"React, NodeJS, Express & MongoDB - The MERN Fullstack Guide","Build fullstack React.js applications with Node.js, Express.js & MongoDB (MERN) with this project-focused course.",Academind by Maximilian Schwarzmüller
c00204,Master Hibernate and JPA with Spring Boot in 100 Steps,"Learn Hibernate, JPA (Java Persistence API) and Spring Data JPA using Spring and Spring Boot",in28Minutes Official
c00205,Progressive Web Apps (PWA) - The Complete Guide,"Build a Progressive Web App (PWA) that feels like an iOS & Android App, using Device Camera, Push Notifications and more",Academind by Maximilian Schwarzmüller
c00206,The Complete iOS 10 & Swift 3 Developer Course,"Learn iOS App Development by building 21 iOS apps using Swift 3 & Xcode 8. Includes free web hosting, assets & ebook.",Rob Percival
c00207,Learn Cucumber BDD with Java -MasterClass Selenium Framework,Step by Step Cucumber BDD Framework Tutorial with Java and implement Robust Selenium WebDriver Framework from scratch,Rahul Shetty
c00208,"JSP, Servlets and JDBC for Beginners: Build a Database App",JSP: Covers JSP 2.3 and Servlets 3.1 - Most Popular JSP/Servlet course,Chad Darby
c00209,Practice Java by Building Projects,Ultimate Java interview prep course! 100% focused on applying object-oriented design in real-world applications,Tim Short
c00210,Tensorflow 2.0: Deep Learning and Artificial Intelligence,"Machine Learning & Neural Networks for Computer Vision, Time Series Analysis, NLP, GANs, Reinforcement Learning, +More!",Lazy Programmer Inc.
c00211,"Modern JavaScript (Complete guide, from Novice to Ninja)",Learn Modern JavaScript from the very start to ninja-level & build awesome JavaScript applications.,The Net Ninja (Shaun Pelling)
c00212,Ethereum Blockchain Developer Bootcamp With Solidity (2023),"Become An Ethereum Blockchain Developer With One Course. Master Solidity, Web3.JS, Truffle, Metamask, Remix & More!",Ravinder Deol
c00213,Unit Testing for C# Developers,"Master unit testing C# code with NUnit and Moq: all about dependency injection, best practices and pitfalls to avoid",Mosh Hamedani
c00214,C++: From Beginner to Expert,Designed for people who don't have any knowledge about the programming and want to program in C++,Arkadiusz Włodarczyk
c00215,Android Java Masterclass - Become an App Developer,Improve your career options by learning Android app Development. Master Android Studio and build your first app today,Tim Buchalka
c00216,Unreal Engine 5: The Complete Beginner's Course,Learn Video Game Development & How To Design a Game From Scratch Using UE5,David Nixon
c00217,Python for Computer Vision with OpenCV and Deep Learning,"Learn the latest techniques in computer vision with Python , OpenCV , and Deep Learning!",Jose Portilla
c00218,GraphQL with React: The Complete Developers Guide,Learn and master GraphQL by building real web apps with React and Node,Stephen Grider
c00219,Learn Git by Doing: A step-by-step guide to version control,Learn the basics of Git through detailed and easy to follow along screencasts. Start using Git today!,"Codingdojo, Inc."
c00220,"Java Multithreading, Concurrency & Performance Optimization","Become an expert in Multithreading, Concurrency & Parallel programming in Java, with strong emphasis on high performance","Michael Pogrebinsky | Software Architecture, System Design, Java Expert"
c00221,Modern Java - Learn Java 8 Features By coding it,"Learn Functional programming using Lambdas, Streams , new Date APIs, Optionals in Java 8 by coding it.",Pragmatic Code School
c00222,DP-900 Azure Data Fundamentals Exam Prep In One Day,Learn the basics of Azure database services and get certified with this complete DP-900 course!,Scott Duffy  • 1.000.000+ Students
c00223,Selenium WebDriver 4 With Java - Novice To Ninja [2023],"Join the ""Top Rated Selenium 4 (Latest) Course""-Basics To Advanced Level With POM, Grid, Maven,GitHub,Jenkins,Interviews",Lets Kode It
c00224,Python 3: Deep Dive (Part 1 - Functional),"Variables, Functions and Functional Programming, Closures, Decorators, Modules and Packages",Dr. Fred Baptiste
c00225,Xamarin Forms: Build Native Cross-platform Apps with C#,"Learn to build native mobile apps for Android, iOS and Windows using your existing C# skills",Mosh Hamedani
c00226,Artificial Intelligence: Reinforcement Learning in Python,"Complete guide to Reinforcement Learning, with Stock Trading and Online Advertising Applications",Lazy Programmer Team
c00227,Microservices Software Architecture: Patterns and Techniques,Learn how to design and implement microservice systems using the right architecture design patterns and techniques,Binary Brain
c00228,Introduction to Windows PowerShell 5.1,"Install PowerShell 5.1, Understand PowerShell Syntax, Setup a PowerShell IT lab, Manage Active Directory with Powershell",Paul Hill
c00229,Data Structures A-Z : Data Structures + Algorithms Bootcamp,Become ace in data structures & algorithms & Crack the code interview by getting mastery in data structures & algorithms,Vinoth Parthasarathy
c00230,Teach Your Kids to Code: Learn to Program Python at Any Age!,"Short, colorful apps and games you can use to teach and learn programming at any age! Chromebook, PC, Mac and Linux!",Bryson Payne
c00231,Python for Beginners with Examples,A Python course for the busy ones to learn Python programming. Learn and practice Python by building two complete apps.,Ardit Sulce
c00232,Web Development Masterclass - Online Certification Course,Cloud Computing | Web Apps | Linux | Web Servers | DBMS | LAMP Stack | HTML | CSS | JavaScript | PHP | + More,YouAccel Training
c00233,Node JS: Advanced Concepts,"Get advanced with Node.Js! Learn caching with Redis, speed up through clustering, and add image upload with S3 and Node!",Stephen Grider
c00234,Go Java Full Stack with Spring Boot and Angular,Become a Full Stack Java Developer. Build Your First Java Full Stack Application with Angular and Spring Boot.,in28Minutes Official
c00235,Data Science: Deep Learning and Neural Networks in Python,"The MOST in-depth look at neural network theory for machine learning, with both pure Python and Tensorflow code",Lazy Programmer Inc.
c00236,The Complete Hands-On Introduction to Apache Airflow,"Learn to author, schedule and monitor data pipelines through practical examples using Apache Airflow",Marc Lamberti
c00237,Complete Java SE 8 Developer Bootcamp - OCA Prep Included,"Master the Foundations of Java and the Topics of the Oracle Certified Associate, Java SE 8 Programmer Exam (1Z0-808)",Intertech Training
c00238,Software Testing Masterclass (2023) - From Novice to Expert,"Learn software testing and become QA Engineer/Agile Tester. Mobile/Backend/Web/QA testing. JIRA, TestRail & much more!",Ozan Ilhan
c00239,Full Stack: Angular and Java Spring Boot E-Commerce Website,Build a Full Stack E-Commerce website with Angular and Java Spring Boot (includes Stripe Credit Card Payments),Chad Darby
c00240,Software Engineering 101: Plan and Execute Better Software.,Software Engineering 101: Use Software Engineering to Plan and Build Amazing Software + Learn SCRUM Framework!,Kurt Anderson
c00241,The Advanced Web Developer Bootcamp,"Learn React 16, Redux, D3, ES2015, Testing, CSS Flexbox, Animations, SVG, AJAX, and more!",Colt Steele
c00242,Selenium WebDriver Masterclass with C#,Build Your Own Automation Framework And Learn Everything About Selenium WebDriver. Zero Previous Knowledge Required.,Nikolay Advolodkin
c00243,Python for beginners - Learn all the basics of python,Learn how to program in python- python functions-python basic apps - python tips and tricks -  Other Python features,Yassin Marco
